"first_name","last_name"
"Vyacheslav","Molotov"
"Vytas","Sapranaukas"
"W.","Dolphin"
"W.C.","Fields"
"Wade","Gasque"
"Wade","Jacks"
"Waguih","Takla"
"Wahid","Lamamra"
"Waldemar","Young"
"Wallace","Reid"
"Wally (I)","Cox"
"Walt","Disney"
"Walt","Dongo"
"Walter","Brennan"
"Walter","Capiau"
"Walter","Cronkite"
"Walter","Crowley"
"Walter","Edthofer"
"Walter","Giller"
"Walter","Gotell"
"Walter","Matthau"
"Walter","Reyna"
"Walter","Sylvest"
"Walter","Taub"
"Walter (I)","Young"
"Waltraut","Haas"
"Ward","Kimball"
"Warren","E.B.B."
"Warren","Jacquin"
"Warren","Parrish"
"Warren (II)","Miller"
"Warren G.","Harding"
"Wayne","King Sr."
"Wenche","Foss"
"Wendy","Hiller"
"Werner","Krauss"
"Werner","Nippen"
"Werner","Rehm"
"Werner","von Blomberg"
"Werner","von Fritsch"
"Whitey (I)","Ford"
"Wilebardo","Bucio"
"Wilfrid","Brambell"
"Wilhelm","Brückner"
"Wilhelm","Freddie"
"Wilhelm","Frick"
"Wilhelm","Keitel"
"Will","Quadflieg"
"Will","Rogers Jr."
"Will (I)","Rogers"
"Will H.","Hays"
"William","Azaroff"
"William","Bassett"
"William","Castle"
"William","Chisolm"
"William","Dewhurst"
"William","Dorais"
"William","Fountaine"
"William","Frawley"
"William","Friend"
"William","Hartnell"
"William","Ledru"
"William","Mervyn"
"William","Phipps"
"William","Rosenberg"
"William","Ryno"
"William","Schallert"
"William","Wyler"
"William (I)","Greaves"
"William (I)","Haines"
"William (I)","Hanna"
"William (I)","Holden"
"William (I)","McKinley"
"William (I)","Morris"
"William (I)","Smith"
"William (II)","Shakespeare"
"William F.","Cody"
"William F.","Halsey"
"William Howard","Taft"
"William Jennings","Bryan"
"William L.","Nelson"
"William Lyon Mackenzie","King"
"William S.","Burroughs"
"Willie","Mosconi"
"Willow","Anwar"
"Willy","Christiaens"
"Willy","Millowitsch"
"Willy","Schultes"
"Winnie","Dangerfield"
"Winnie","Markus"
"Winston (I)","Churchill"
"Witold","Kuncewicz"
"Wolf","Christian"
"Wolfgang (I)","Preiss"
"Wolgang","Heßler"
"Woodie","King Jr."
"Woodrow (I)","Wilson"
"Wyndham","Guise"
"Xaquín","Lorenzo"
"Xavier","Domingo"
"Xavier","Naidoo"
"Y.","Anazhevskaya"
"Yaeko","Utagawa"
"Yan","Mesquita"
"Yannick","Debain"
"Yannis","Tsimitselis"
"Yaoko","Kaitani"
"Yara","Isabel"
"Yashodra","Katju"
"Yasmine","Robert"
"Ye.","Yukhova"
"Yegor","Beroyev"
"Yehudi","Menuhin"
"Yelizaveta","Time"
"Yevgeni","Gurov"
"Yngve","Nilsson"
"Yoichi","Numata"
"Yoko","Ran"
"Yoko","Shiomi"
"Yolanda","Montes"
"Yolande","Donlan"
"Yona","Elian"
"Yoshi","Amao"
"Yoshiko","Kuga"
"Yoshiko","Yamaguchi"
"Yousuf","Jimmi"
"Ysmael","Elizaur"
"Yue-Lin","Ko"
"Yukie","Nanbu"
"Yuko (II)","Suzuki"
"Yul","Brynner"
"Yuli","Raizman"
"Yveline","Céry"
"Yves","Montand"
"Yves","Robert"
"Yvette","Armel"
"Yvette","Fielding"
"Yvette","Mimieux"
"Yvonne","Andre"
"Yvonne","Annie"
"Yvonne","De Carlo"
"Yvonne","Mario"
"Yvonne","Pavis"
"Yvonne","Verbeeck"
"Zachariah","Barrientos"
"Zack","Wall"
"Zake","Prelvukaj"
"Zarah","Leander"
"Zarko","Mitrovic"
"Zeliha","Sunal"
"Zeppo","Marx"
"Zero","Mostel"
"Zhara","Trougi"
"Zhen","Lin"
"Zilka","Salaberry"
"Zita","Johann"
"Zita","Kabátová"
"Ziza","Stojanovic"
"Zoe","Incrocci"
"Zohra","Sehgal"
"Zoltán","Gera"
"Zoska","Aleece"
"Zózimo","Bulbul"
"Zsuzsa","Oláh"
"Zubin","Mehta"
"Zusanna","Karin"
"Zuzu","Shakeeb"
